vehicle_id,vehicle_model,engine_temperature,speed,latitude,longitude,battery_efficiency,timestamp
VH_04700,Mercedes EQS,72.2,8.7,86.17683,-47.891683,76.0,2024-11-03 04:51:22
VH_04701,Chevrolet Bolt,68.9,149.3,62.578093,-106.709171,76.2,2024-11-15 10:07:12
VH_04702,Tesla Model 3,68.2,56.3,87.923683,-154.973331,76.7,2024-11-21 21:16:55
VH_04703,Toyota Camry,77.2,34.1,-36.453534,168.451589,80.5,2024-11-10 11:08:36
VH_04704,Tesla Model 3,78.4,133.1,-33.278886,168.858532,99.2,2024-11-14 14:09:49
VH_04705,Ford F-150,85.2,136.9,-23.731218,91.493128,87.5,2024-11-06 06:50:04
VH_04706,Mercedes EQS,82.9,41.9,27.555737,172.363274,86.0,2024-11-30 23:17:14
VH_04707,Toyota Camry,88.7,74.0,-48.912299,171.263146,92.8,2024-11-07 05:58:43
VH_04708,Toyota Camry,76.9,145.9,-52.165602,112.657178,90.7,2024-11-26 11:50:54
VH_04709,Toyota Camry,74.4,119.1,-20.414659,96.665861,79.7,2024-11-30 15:22:47
VH_04710,Chevrolet Bolt,99.5,89.2,-43.468982,-171.269708,79.3,2024-11-27 12:27:00
VH_04711,Toyota Camry,115.7,77.2,-35.421755,-165.562364,85.0,2024-11-08 10:03:43
VH_04712,Ford F-150,104.3,83.5,-4.206251,2.246212,82.6,2024-11-21 17:02:56
VH_04713,Tesla Model 3,90.2,64.2,84.775133,-5.208723,85.9,2024-11-27 22:20:04
VH_04714,Mercedes EQS,118.6,26.5,-55.816691,127.600043,86.9,2024-11-02 10:25:10
VH_04715,Mercedes EQS,107.8,104.5,-59.449364,-12.909063,71.5,2024-11-23 15:45:34
VH_04716,Mercedes EQS,91.4,166.0,-65.050444,-178.854867,85.2,2024-11-21 02:22:43
VH_04717,Hyundai Ioniq,84.2,94.9,87.33525,-117.407894,89.5,2024-11-04 07:15:01
VH_04718,Toyota Camry,92.7,103.3,-87.970806,-43.775443,96.5,2024-11-20 08:48:26
VH_04719,Toyota Camry,90.3,163.5,-78.606794,146.476331,84.6,2024-11-03 06:42:01
VH_04720,Toyota Camry,111.9,66.5,7.973701,-84.146668,79.7,2024-11-02 03:04:24
VH_04721,Chevrolet Bolt,106.6,122.0,17.420901,-123.558183,78.6,2024-11-30 16:02:13
VH_04722,Chevrolet Bolt,87.4,108.8,-88.490145,-135.607955,86.7,2024-11-26 18:51:39
VH_04723,Ford F-150,93.5,0.8,8.292308,126.081103,96.6,2024-11-13 13:08:57
VH_04724,Honda Civic,91.8,82.1,13.232722,159.884258,94.0,2024-11-14 04:35:02
VH_04725,BMW X5,92.0,34.6,-15.0341,106.529725,86.2,2024-11-23 05:27:23
VH_04726,Ford F-150,98.1,69.6,-57.096363,-102.041504,90.1,2024-11-25 11:36:55
VH_04727,BMW X5,85.3,76.0,40.883396,-72.847979,79.6,2024-11-30 09:51:19
VH_04728,Toyota Camry,88.6,123.1,-49.937318,-171.253237,85.0,2024-11-27 23:31:59
VH_04729,Mercedes EQS,,126.5,-9.876318,-117.727923,99.3,2024-11-17 05:38:13
VH_04730,Ford F-150,110.5,79.0,-67.189829,84.583018,96.2,2024-11-26 14:35:07
VH_04731,BMW X5,77.2,161.2,-29.945922,163.68544,84.6,2024-11-05 18:40:48
VH_04732,Toyota Camry,104.0,36.1,-75.991208,114.677581,99.2,2024-11-06 19:09:34
VH_04733,Honda Civic,100.1,69.8,-65.24543,-7.029443,88.1,2024-11-13 05:38:15
VH_04734,Toyota Camry,110.1,89.4,8.031048,-18.150114,91.7,2024-11-02 21:27:40
VH_04735,Ford F-150,111.8,86.0,-11.753929,-168.470609,79.3,2024-11-01 16:21:02
VH_04736,Honda Civic,86.4,49.4,74.789361,-88.896019,70.4,2024-11-06 13:54:11
VH_04737,Tesla Model 3,86.9,73.1,-20.484892,-137.936089,88.4,2024-11-24 13:58:24
VH_04738,Tesla Model 3,79.0,76.9,23.602886,-66.205593,80.3,2024-11-15 14:20:21
VH_04739,Honda Civic,80.0,141.9,-17.657893,-117.171508,75.4,2024-11-30 11:19:28
VH_04740,Chevrolet Bolt,87.8,24.3,39.351028,-10.015547,78.1,2024-11-22 01:00:41
VH_04741,Mercedes EQS,65.9,178.0,-43.238825,-98.040744,74.9,2024-11-12 07:54:41
VH_04742,Tesla Model 3,100.3,94.6,88.023983,41.813316,94.1,2024-11-27 00:56:27
VH_04743,Honda Civic,96.3,70.2,-62.075646,52.883664,77.6,2024-11-25 07:41:57
VH_04744,BMW X5,71.2,74.2,-12.468651,-148.724423,76.8,2024-11-20 11:42:58
VH_04745,Tesla Model 3,76.1,99.8,10.720859,-67.623746,84.7,2024-11-04 20:16:37
VH_04746,Mercedes EQS,109.9,104.3,-16.124655,-6.825591,88.8,2024-11-01 04:44:18
VH_04747,Toyota Camry,61.9,131.4,-63.243726,-25.93574,95.9,2024-11-19 22:48:12
VH_04748,Tesla Model 3,62.2,143.9,-76.415574,37.75262,71.1,2024-11-05 01:23:11
VH_04749,Chevrolet Bolt,,107.5,-12.655879,-51.977534,90.0,2024-11-16 16:24:35
VH_04750,Ford F-150,116.6,168.4,-45.248736,-160.315646,84.2,2024-11-26 04:35:39
VH_04751,Tesla Model 3,111.3,23.5,42.33476,-3.270542,78.9,2024-11-08 14:04:07
VH_04752,Tesla Model 3,60.3,116.4,-57.43837,77.070004,80.2,2024-11-27 16:42:24
VH_04753,Toyota Camry,116.0,82.4,77.517015,-108.898008,85.0,2024-11-10 15:01:49
VH_04754,BMW X5,84.7,71.4,57.772621,144.352732,87.1,2024-11-06 03:29:04
VH_04755,Ford F-150,86.8,112.9,32.176004,-34.554116,97.2,2024-11-06 17:24:56
VH_04756,Tesla Model 3,65.6,120.4,-44.491052,50.158916,80.7,2024-11-02 02:09:09
VH_04757,Tesla Model 3,70.6,176.2,88.910629,146.936082,77.7,2024-11-16 01:18:21
VH_04758,BMW X5,98.8,137.3,-15.498468,-129.546549,82.9,2024-11-18 06:55:26
VH_04759,Honda Civic,79.2,34.6,-0.164263,-3.475897,95.5,2024-11-04 20:39:41
VH_04760,Toyota Camry,84.7,28.3,-22.678458,26.284811,80.6,2024-11-27 16:08:14
VH_04761,Toyota Camry,89.9,64.6,25.076755,21.938371,97.7,2024-11-28 08:51:04
VH_04762,Tesla Model 3,71.2,46.9,-77.444529,-56.064598,79.7,2024-11-26 16:48:57
VH_04763,Ford F-150,110.4,29.6,-48.885499,110.096467,73.0,2024-11-14 06:58:35
VH_04764,Chevrolet Bolt,61.2,118.6,22.892091,178.661414,88.1,2024-11-25 00:43:32
VH_04765,Toyota Camry,76.8,115.8,-38.292069,-97.955529,91.5,2024-11-08 01:29:46
VH_04766,BMW X5,78.5,122.2,4.554016,161.531963,97.5,2024-11-14 16:59:02
VH_04767,Tesla Model 3,63.2,179.5,71.648206,159.512999,73.9,2024-11-20 02:16:46
VH_04768,Honda Civic,114.8,86.5,51.677473,104.116924,94.2,2024-11-11 05:56:12
VH_04769,Mercedes EQS,77.7,101.3,-88.168947,-17.754385,96.9,2024-11-04 14:46:18
VH_04770,Mercedes EQS,95.8,79.6,-37.516465,174.34519,88.4,2024-11-09 00:17:22
VH_04771,Honda Civic,74.9,68.3,-43.258789,-136.403337,85.1,2024-11-21 13:36:45
VH_04772,Chevrolet Bolt,80.9,108.8,84.529912,-161.887437,97.6,2024-11-09 17:38:19
VH_04773,Chevrolet Bolt,95.5,0.3,25.785736,-10.953917,87.2,2024-11-05 07:13:09
VH_04774,Ford F-150,110.9,95.2,-43.012388,-84.780323,99.6,2024-11-19 09:27:23
VH_04775,Honda Civic,67.0,26.5,48.70491,-76.744278,97.6,2024-11-14 08:40:10
VH_04776,Ford F-150,112.1,124.5,2.540242,-172.761377,95.6,2024-11-11 12:11:19
VH_04777,Tesla Model 3,104.0,106.4,19.863215,-74.714586,79.7,2024-11-22 20:03:17
VH_04778,Tesla Model 3,107.0,164.9,64.238893,42.975901,92.3,2024-11-11 03:49:07
VH_04779,Hyundai Ioniq,103.7,22.2,4.14848,-153.603266,73.0,2024-11-04 11:09:15
VH_04780,Mercedes EQS,78.5,27.4,84.982315,3.91161,79.6,2024-11-13 17:55:22
VH_04781,Ford F-150,118.5,90.9,-50.866309,-12.816162,99.1,2024-11-03 12:24:31
VH_04782,Tesla Model 3,82.2,5.1,-85.475117,-46.430334,89.4,2024-11-01 23:15:19
VH_04783,Ford F-150,116.0,69.3,-50.883683,-20.237486,75.4,2024-11-13 09:31:42
VH_04784,Mercedes EQS,112.4,157.9,-53.611622,-26.131479,83.6,2024-11-01 03:51:51
VH_04785,Tesla Model 3,89.8,94.5,-44.039819,-3.208091,84.4,2024-11-12 17:30:15
VH_04786,Mercedes EQS,115.5,89.8,29.440782,-121.290418,99.1,2024-11-10 06:18:40
VH_04787,Honda Civic,97.3,150.4,-54.870413,23.656453,73.3,2024-11-26 04:53:13
VH_04788,Chevrolet Bolt,76.6,19.4,32.195316,31.042271,90.2,2024-11-25 14:37:47
VH_04789,Chevrolet Bolt,87.1,129.3,12.365983,9.830836,82.0,2024-11-08 03:02:34
VH_04790,Chevrolet Bolt,61.1,75.5,75.229053,-142.322457,88.1,2024-11-29 00:35:27
VH_04791,Tesla Model 3,88.9,51.1,63.407295,15.622378,92.2,2024-11-24 23:42:15
VH_04792,BMW X5,81.7,59.7,-49.701412,166.02652,72.1,2024-11-22 15:35:36
VH_04793,Tesla Model 3,106.4,12.8,29.725574,50.812662,94.5,2024-11-16 23:51:28
VH_04794,Tesla Model 3,112.8,110.9,-13.856167,-145.883503,83.9,2024-11-18 12:20:01
VH_04795,BMW X5,68.5,144.5,54.318814,102.922478,75.1,2024-11-26 15:33:54
VH_04796,Toyota Camry,99.8,138.8,-25.780314,113.907395,85.7,2024-11-23 12:40:30
VH_04797,Chevrolet Bolt,60.3,21.7,-67.457433,-62.788581,85.4,2024-11-03 14:13:25
VH_04798,BMW X5,107.1,34.8,20.531968,-178.993286,97.0,2024-11-25 01:48:50
VH_04799,Toyota Camry,83.0,107.7,-59.291177,20.263905,89.0,2024-11-09 03:27:36
VH_04800,Toyota Camry,115.5,89.6,31.594165,105.64067,93.2,2024-11-09 16:32:01
VH_04801,Toyota Camry,90.9,110.0,-32.893322,-148.014711,92.4,2024-11-17 21:20:54
VH_04802,Honda Civic,75.6,142.8,7.030671,-131.76082,89.7,2024-11-22 13:50:54
VH_04803,Honda Civic,96.2,131.9,-34.11341,54.362557,77.5,2024-11-30 13:11:44
VH_04804,Toyota Camry,107.0,20.7,37.166522,-44.781007,78.1,2024-11-28 21:33:40
VH_04805,Mercedes EQS,105.6,117.3,-58.354066,-85.427717,76.1,2024-11-14 11:50:22
VH_04806,Toyota Camry,,103.4,77.794287,118.324337,93.0,2024-11-22 16:30:29
VH_04807,Tesla Model 3,64.5,63.9,63.670106,-97.733378,89.1,2024-11-26 15:05:51
VH_04808,Tesla Model 3,98.8,10.6,31.303132,142.451706,74.7,2024-11-05 07:18:42
VH_04809,BMW X5,67.1,5.5,-55.531573,55.090912,83.0,2024-11-07 08:08:12
VH_04810,Tesla Model 3,88.6,104.2,-40.700018,118.321753,81.2,2024-11-21 20:33:36
VH_04811,Chevrolet Bolt,64.6,73.5,-17.563727,-14.716893,81.3,2024-11-01 11:07:47
VH_04812,Toyota Camry,103.2,9.8,-41.342884,-82.040126,70.0,2024-11-04 22:34:38
VH_04813,Hyundai Ioniq,,33.4,27.728397,-56.820692,81.4,2024-11-15 18:17:59
VH_04814,Toyota Camry,85.2,115.6,48.555901,154.122652,80.9,2024-11-23 05:35:13
VH_04815,Mercedes EQS,103.5,105.8,-4.210695,170.694567,72.5,2024-11-03 20:20:31
VH_04816,Honda Civic,86.0,58.4,-86.217859,90.832858,91.8,2024-11-12 17:08:17
VH_04817,BMW X5,96.7,53.5,67.041223,93.872471,75.6,2024-11-16 01:53:49
VH_04818,Ford F-150,98.2,155.5,60.814303,121.570258,98.5,2024-11-17 05:37:17
VH_04819,Hyundai Ioniq,110.2,83.3,60.544887,104.587253,79.7,2024-11-15 09:15:30
VH_04820,Toyota Camry,95.8,171.2,37.681487,-154.691334,96.7,2024-11-21 06:50:35
VH_04821,Toyota Camry,72.1,168.2,54.555478,-43.980669,80.5,2024-11-03 17:26:22
VH_04822,Toyota Camry,111.5,9.1,-18.345745,-36.969261,71.6,2024-11-22 01:01:24
VH_04823,BMW X5,87.6,59.7,-79.451294,-137.37115,83.8,2024-11-28 20:53:53
VH_04824,Honda Civic,100.9,79.8,-12.466491,-107.016561,87.8,2024-11-14 20:09:33
VH_04825,Tesla Model 3,61.9,167.4,-20.296362,-162.471443,83.8,2024-11-30 21:33:40
VH_04826,Honda Civic,64.2,26.8,18.915524,154.856888,76.6,2024-11-25 21:49:22
VH_04827,Tesla Model 3,89.4,93.1,38.186934,-17.165309,86.9,2024-11-25 16:22:34
VH_04828,Mercedes EQS,69.2,140.0,-8.051524,43.819655,99.6,2024-11-20 00:22:24
VH_04829,Tesla Model 3,85.8,31.9,87.572314,151.414823,75.6,2024-11-12 09:01:00
VH_04830,Mercedes EQS,,140.3,-83.564154,76.690639,71.9,2024-11-16 18:00:55
VH_04831,Honda Civic,108.9,106.3,-26.1121,-138.362158,99.8,2024-11-11 11:45:08
VH_04832,Honda Civic,111.5,130.8,-74.187224,120.704374,81.5,2024-11-26 08:02:14
VH_04833,Ford F-150,76.6,96.4,73.132924,-114.296107,78.8,2024-11-20 16:41:31
VH_04834,Tesla Model 3,96.5,149.4,53.246839,112.715253,89.2,2024-11-22 19:33:57
VH_04835,Hyundai Ioniq,107.5,10.1,-39.86011,50.355015,89.9,2024-11-11 12:22:32
VH_04836,Chevrolet Bolt,82.4,102.6,24.963444,-11.09393,86.2,2024-11-11 19:28:39
VH_04837,Chevrolet Bolt,99.2,110.0,-24.375921,4.55667,72.2,2024-11-12 17:08:42
VH_04838,Tesla Model 3,94.8,4.2,-40.361715,-21.564742,71.4,2024-11-21 23:33:35
VH_04839,Chevrolet Bolt,76.9,47.1,48.597725,65.647408,86.4,2024-11-16 22:51:27
VH_04840,BMW X5,105.6,110.9,73.401311,-1.975019,86.9,2024-11-05 12:29:47
VH_04841,Toyota Camry,102.2,175.9,22.004989,66.846129,83.0,2024-11-26 23:12:34
VH_04842,Chevrolet Bolt,61.3,90.1,88.823534,164.597242,71.5,2024-11-21 12:32:05
VH_04843,Tesla Model 3,91.4,160.7,59.866942,-69.011747,72.4,2024-11-21 17:04:21
VH_04844,Ford F-150,83.3,18.5,46.663216,66.540963,95.1,2024-11-14 12:15:00
VH_04845,Tesla Model 3,60.1,159.9,-5.617853,20.563188,70.9,2024-11-26 04:32:14
VH_04846,Tesla Model 3,80.7,27.6,89.80729,-175.806301,88.7,2024-11-24 06:47:50
VH_04847,Mercedes EQS,101.0,175.5,-31.986275,-5.701467,78.5,2024-11-01 07:52:44
VH_04848,Chevrolet Bolt,63.5,15.0,-78.389988,103.095686,95.9,2024-11-05 11:36:42
VH_04849,Tesla Model 3,95.4,109.6,-57.946805,-125.160867,79.3,2024-11-15 17:53:36
VH_04850,BMW X5,88.1,47.5,82.745911,39.607725,87.7,2024-11-17 19:23:39
VH_04851,Ford F-150,115.9,32.6,-24.678577,35.670136,71.1,2024-11-01 11:40:36
VH_04852,Honda Civic,111.7,72.6,-51.794679,155.615235,95.1,2024-11-08 00:50:51
VH_04853,Mercedes EQS,105.1,125.5,-4.774486,11.341365,87.3,2024-11-09 00:44:01
VH_04854,Mercedes EQS,70.3,111.1,43.836662,86.902176,77.9,2024-11-14 12:11:37
VH_04855,Hyundai Ioniq,107.3,16.5,4.065766,-178.493896,73.6,2024-11-17 10:48:48
VH_04856,BMW X5,96.1,140.2,30.996066,-46.563227,99.2,2024-11-11 05:30:28
VH_04857,Tesla Model 3,105.8,65.3,-23.685867,171.463492,74.7,2024-11-10 22:35:19
VH_04858,Mercedes EQS,60.8,136.5,19.762848,-92.803219,83.9,2024-11-09 02:22:37
VH_04859,Tesla Model 3,69.0,176.5,-50.334282,-79.646386,77.5,2024-11-08 00:38:25
VH_04860,Ford F-150,72.3,62.9,43.589593,104.976464,96.6,2024-11-16 19:41:46
VH_04861,Ford F-150,69.9,1.2,-54.489921,-99.831279,70.6,2024-11-21 09:42:16
VH_04862,Mercedes EQS,111.4,58.6,-31.307326,8.352638,100.0,2024-11-15 19:08:26
VH_04863,Ford F-150,70.2,160.6,-82.499913,128.85092,86.2,2024-11-26 05:08:07
VH_04864,Tesla Model 3,81.9,62.5,-10.676615,-115.308089,75.7,2024-11-22 22:23:37
VH_04865,Tesla Model 3,85.7,135.5,23.406573,-49.967476,85.2,2024-11-23 11:28:21
VH_04866,BMW X5,82.8,94.2,-23.905755,13.857137,94.8,2024-11-07 14:18:54
VH_04867,BMW X5,105.3,168.7,29.590728,169.905569,99.8,2024-11-19 02:53:51
VH_04868,Ford F-150,63.8,66.6,63.020572,48.927819,83.5,2024-11-02 04:29:33
VH_04869,Ford F-150,72.9,54.1,-72.818386,145.621032,78.6,2024-11-22 13:05:50
VH_04870,Tesla Model 3,80.2,68.4,35.63339,3.356558,90.3,2024-11-11 06:27:59
VH_04871,Honda Civic,65.4,177.7,87.767956,31.626274,84.2,2024-11-26 11:41:07
VH_04872,Hyundai Ioniq,108.5,174.8,-30.101176,2.115893,86.2,2024-11-29 07:37:19
VH_04873,Hyundai Ioniq,119.8,143.7,36.80184,55.698065,93.3,2024-11-30 16:43:55
VH_04874,Chevrolet Bolt,109.7,81.5,44.595668,124.213596,92.8,2024-11-24 15:04:14
VH_04875,Ford F-150,83.3,145.2,-30.208458,-122.928338,79.8,2024-11-19 14:45:02
VH_04876,Toyota Camry,70.1,2.2,83.646584,56.449004,93.5,2024-11-20 19:10:35
VH_04877,Honda Civic,100.6,144.0,-66.328092,23.679839,92.0,2024-11-06 22:10:05
VH_04878,Ford F-150,63.4,13.5,31.999779,159.353995,71.3,2024-11-21 23:55:32
VH_04879,Ford F-150,107.8,36.4,17.788436,-57.64709,71.1,2024-11-19 15:46:57
VH_04880,Tesla Model 3,91.8,93.4,-62.646716,-129.279771,81.4,2024-11-29 06:19:45
VH_04881,Toyota Camry,103.8,2.6,34.922979,-5.492288,81.2,2024-11-25 01:08:31
VH_04882,BMW X5,66.3,10.3,-14.128335,-111.365687,70.4,2024-11-19 06:46:31
VH_04883,Toyota Camry,99.1,117.1,-15.269799,-116.565394,88.8,2024-11-29 05:13:45
VH_04884,Ford F-150,78.0,25.2,-32.56131,16.9619,86.4,2024-11-29 06:35:06
VH_04885,Mercedes EQS,109.4,121.9,79.783935,140.250004,92.8,2024-11-26 04:40:09
VH_04886,Mercedes EQS,105.8,94.6,-73.482816,142.513047,83.8,2024-11-14 16:57:16
VH_04887,Tesla Model 3,70.5,172.6,36.718278,-170.75984,93.4,2024-11-21 02:20:24
VH_04888,Tesla Model 3,90.5,60.1,10.503189,2.011939,77.8,2024-11-14 04:53:50
VH_04889,Tesla Model 3,110.0,24.2,-69.672699,-108.574549,82.9,2024-11-24 23:57:38
VH_04890,Tesla Model 3,111.2,38.2,10.632346,163.003896,93.3,2024-11-04 12:39:04
VH_04891,Mercedes EQS,64.6,166.0,-80.132102,-70.405317,85.4,2024-11-15 10:04:31
VH_04892,Toyota Camry,62.8,106.4,-5.584015,168.683037,79.9,2024-11-19 05:50:20
VH_04893,Chevrolet Bolt,107.2,31.8,9.958315,20.210184,98.8,2024-11-04 04:33:13
VH_04894,Tesla Model 3,110.9,85.1,-6.722485,35.419136,91.4,2024-11-12 02:06:09
VH_04895,Ford F-150,69.6,69.6,21.441132,-21.324548,81.6,2024-11-11 13:03:37
VH_04896,Honda Civic,101.2,19.2,-77.010049,10.01679,83.4,2024-11-01 19:45:41
VH_04897,Tesla Model 3,102.2,156.4,-1.092598,-66.702809,86.3,2024-11-05 11:03:44
VH_04898,Mercedes EQS,92.0,110.0,-59.983683,-30.77819,70.7,2024-11-13 16:55:01
VH_04899,Tesla Model 3,80.6,155.8,-59.856388,-37.352504,86.6,2024-11-28 11:56:13
VH_04900,Toyota Camry,94.5,40.5,78.153497,-173.303018,97.0,2024-11-04 08:54:29
VH_04901,Tesla Model 3,99.5,32.6,-31.706268,-98.819102,96.0,2024-11-09 05:56:40
VH_04902,Honda Civic,92.6,3.2,-51.240765,-18.438242,71.0,2024-11-02 10:50:06
VH_04903,Toyota Camry,99.2,100.8,62.505815,119.707384,79.4,2024-11-04 15:05:21
VH_04904,Toyota Camry,105.3,69.9,-20.247174,131.510209,77.1,2024-11-20 13:30:35
VH_04905,Toyota Camry,87.9,25.7,-1.633064,-166.922379,92.3,2024-11-18 16:37:42
VH_04906,Hyundai Ioniq,102.8,172.1,-88.703885,84.8956,96.9,2024-11-18 00:44:50
VH_04907,Toyota Camry,117.6,65.2,-69.833702,-35.190044,75.6,2024-11-07 09:50:44
VH_04908,BMW X5,64.1,56.2,60.03673,-82.041877,98.2,2024-11-24 13:28:23
VH_04909,Chevrolet Bolt,112.7,65.4,-76.568718,82.52015,80.1,2024-11-11 01:06:10
VH_04910,Ford F-150,67.5,106.5,-10.236583,-160.160331,95.9,2024-11-29 11:18:41
VH_04911,Tesla Model 3,109.6,27.0,85.583528,-8.006814,72.8,2024-11-10 18:48:24
VH_04912,BMW X5,97.9,75.5,-29.261885,-94.859523,71.5,2024-11-19 15:15:56
VH_04913,Hyundai Ioniq,118.8,172.1,-24.857363,-79.937853,76.6,2024-11-05 21:52:56
VH_04914,Tesla Model 3,112.4,3.5,-87.900494,106.346834,79.0,2024-11-20 00:32:10
VH_04915,Chevrolet Bolt,82.6,64.9,-73.345894,-68.371162,85.6,2024-11-06 21:17:52
VH_04916,Tesla Model 3,81.8,173.7,50.683465,-98.946373,77.7,2024-11-18 23:16:38
VH_04917,Tesla Model 3,81.6,129.0,40.733859,162.21497,81.7,2024-11-14 23:02:54
VH_04918,Honda Civic,63.5,90.4,47.299866,149.348648,70.6,2024-11-11 08:52:20
VH_04919,Honda Civic,65.7,176.0,-71.071091,8.02865,97.9,2024-11-01 08:06:56
VH_04920,Toyota Camry,60.9,106.9,63.295863,95.629317,71.0,2024-11-17 16:15:35
VH_04921,Tesla Model 3,119.0,104.1,-60.927034,113.311819,83.8,2024-11-18 04:48:43
VH_04922,Ford F-150,76.8,16.9,-19.53856,-122.583626,74.4,2024-11-26 00:15:15
VH_04923,Mercedes EQS,77.0,35.3,18.737205,-24.738243,82.7,2024-11-28 02:13:54
VH_04924,Toyota Camry,98.3,141.2,-60.359816,-128.81418,70.1,2024-11-27 23:26:55
VH_04925,Ford F-150,64.8,5.4,-49.073674,101.878119,80.2,2024-11-14 19:14:23
VH_04926,Hyundai Ioniq,105.1,15.9,-37.535374,-128.643766,98.9,2024-11-23 18:26:32
VH_04927,Honda Civic,114.4,168.4,78.779179,-58.638324,71.9,2024-11-15 09:33:21
VH_04928,Hyundai Ioniq,82.1,2.8,10.787901,-161.66767,74.4,2024-11-30 23:06:14
VH_04929,Mercedes EQS,118.8,129.4,-26.983453,-10.630463,99.2,2024-11-21 14:50:27
VH_04930,Tesla Model 3,75.3,146.1,33.826947,33.661104,76.1,2024-11-05 12:09:42
VH_04931,Hyundai Ioniq,107.0,4.5,3.727411,-122.584899,79.7,2024-11-26 07:36:39
VH_04932,Honda Civic,102.6,119.7,-10.448461,-125.687314,75.9,2024-11-01 07:01:34
VH_04933,Ford F-150,66.7,10.7,-12.979439,-119.732928,80.9,2024-11-17 07:01:57
VH_04934,Ford F-150,114.9,118.9,-75.552966,-88.341915,72.8,2024-11-21 10:48:19
VH_04935,Tesla Model 3,71.2,5.1,13.679575,-72.299288,72.1,2024-11-18 23:03:12
VH_04936,Tesla Model 3,61.9,69.9,85.943723,-18.312821,71.1,2024-11-27 16:03:22
VH_04937,Chevrolet Bolt,69.9,20.5,-56.172921,-106.500225,92.7,2024-11-30 15:50:38
VH_04938,Ford F-150,97.1,162.7,-85.265962,150.176217,92.9,2024-11-27 08:50:59
VH_04939,Toyota Camry,95.1,117.3,85.608158,-23.735887,73.3,2024-11-03 22:57:41
VH_04940,Tesla Model 3,116.6,51.3,-40.00025,-32.834442,98.3,2024-11-24 06:40:08
VH_04941,Tesla Model 3,87.8,147.0,-21.165389,-60.878208,71.4,2024-11-13 16:39:00
VH_04942,Mercedes EQS,63.5,122.5,26.778817,179.545274,98.3,2024-11-13 00:43:24
VH_04943,Toyota Camry,109.7,103.2,11.661365,-51.774419,96.5,2024-11-29 03:53:32
VH_04944,Ford F-150,70.2,77.7,-88.508745,7.548134,88.9,2024-11-06 04:44:37
VH_04945,Ford F-150,91.7,154.5,-31.97984,-59.917298,70.3,2024-11-10 00:18:25
VH_04946,Ford F-150,100.4,130.5,47.021891,-58.554884,86.9,2024-11-27 01:19:37
VH_04947,Toyota Camry,67.3,151.1,52.49801,10.474775,93.4,2024-11-10 00:19:43
VH_04948,Ford F-150,72.3,108.9,89.937059,-164.625887,95.8,2024-11-10 10:54:49
VH_04949,Tesla Model 3,,78.0,-50.523517,-174.610847,90.1,2024-11-11 22:07:15
VH_04950,Tesla Model 3,73.6,162.2,-37.888352,-142.342754,82.9,2024-11-24 01:07:52
VH_04951,Mercedes EQS,84.1,25.6,33.953508,-156.539864,96.0,2024-11-06 23:19:39
VH_04952,Tesla Model 3,79.7,152.0,68.607128,28.310224,71.1,2024-11-18 04:26:04
VH_04953,Honda Civic,77.6,164.0,-34.823634,157.034432,78.3,2024-11-22 04:33:06
VH_04954,Tesla Model 3,119.3,20.9,-34.307039,3.540498,94.0,2024-11-23 20:33:00
VH_04955,Honda Civic,98.6,44.2,48.907285,153.270526,79.5,2024-11-19 02:10:42
VH_04956,Toyota Camry,85.5,56.6,74.645334,44.975423,86.9,2024-11-09 17:46:51
VH_04957,Honda Civic,73.6,128.9,-50.680786,166.784322,98.4,2024-11-24 17:45:29
VH_04958,Tesla Model 3,71.4,155.1,20.843925,25.551041,99.6,2024-11-16 20:21:32
VH_04959,Honda Civic,105.9,123.0,85.615216,152.611285,78.0,2024-11-12 08:07:58
VH_04960,Toyota Camry,61.3,80.7,3.305406,128.132886,74.5,2024-11-29 00:36:09
VH_04961,Toyota Camry,86.6,145.9,8.515739,50.738583,92.5,2024-11-02 14:54:21
VH_04962,Chevrolet Bolt,108.6,112.9,14.942365,-10.515148,70.2,2024-11-14 00:16:23
VH_04963,Mercedes EQS,74.3,134.9,-10.541415,82.399069,76.5,2024-11-13 02:33:11
VH_04964,Ford F-150,64.0,174.6,4.595696,-85.394258,78.6,2024-11-10 03:33:03
VH_04965,Chevrolet Bolt,100.4,128.8,54.862711,89.860154,74.3,2024-11-07 00:51:39
VH_04966,BMW X5,104.4,51.7,-21.284635,142.852621,70.8,2024-11-10 22:48:37
VH_04967,Hyundai Ioniq,92.3,159.4,45.020188,83.874898,79.4,2024-11-14 14:53:17
VH_04968,Tesla Model 3,79.4,62.8,78.186451,133.495721,83.6,2024-11-10 10:01:11
VH_04969,Honda Civic,65.9,71.4,6.082556,33.283248,82.1,2024-11-12 05:35:37
VH_04970,BMW X5,103.6,2.5,66.271864,8.165918,88.1,2024-11-11 20:30:17
VH_04971,Hyundai Ioniq,62.7,53.7,30.221235,-9.387902,92.1,2024-11-06 01:13:33
VH_04972,Hyundai Ioniq,114.1,1.8,5.312709,-162.993773,90.3,2024-11-13 20:17:02
VH_04973,Mercedes EQS,90.5,111.7,45.189994,61.557636,78.4,2024-11-20 12:32:05
VH_04974,Toyota Camry,71.1,94.8,-59.314867,-156.383282,76.2,2024-11-19 07:51:29
VH_04975,Honda Civic,116.4,98.1,-50.844594,111.00942,95.0,2024-11-04 19:06:02
VH_04976,Ford F-150,71.7,16.9,-74.630824,-17.487689,74.0,2024-11-08 08:44:53
