vehicle_id,vehicle_model,engine_temp,speed,latitude,longitude,battery_efficiency,miles
EV-026,Nexon EV,36.1,0,13.17748,80.39035,3.75,8724.8
EV-034,MG ZS EV,42.4,31.2,12.94637,80.26974,4.27,13521.1
EV-054,XUV400,38.5,37.9,13.13145,80.38017,4.25,324.7
EV-003,XUV400,45.9,55.6,13.19624,80.30094,3.5,2329.7
EV-050,MG ZS EV,34.2,23.6,13.04077,80.24052,3.67,9367.5
EV-012,MG ZS EV,35.9,10.2,13.13426,80.29632,4.18,992.1
EV-065,Model 3,34.3,26.1,13.04373,80.27343,3.88,9676.3
EV-054,XUV400,46.1,18.5,13.12953,80.2353,4.1,14761.9
EV-005,MG ZS EV,39.9,31.2,12.90202,80.28934,3.93,13182.7
EV-094,Model 3,32.6,51.7,13.09567,80.30299,4.01,8865.8
EV-094,Model 3,44,22.6,13.11433,80.07434,4.18,13410.2
EV-057,Model 3,33.5,43.3,13.19027,80.31081,3.22,1748.4
EV-017,Ioniq 5,32.9,6.9,13.15672,80.32999,3.81,6823.1
EV-047,Kona Electric,42.7,69.9,13.0698,80.38683,3.64,6433
EV-023,Model 3,41.5,56,13.10415,80.17182,4.1,5050
EV-079,Model Y,37.9,29,12.96701,80.1893,3.87,8
EV-085,Ioniq 5,28.2,15.9,13.21423,80.28744,3.26,13366
EV-014,XUV400,41.9,62,13.13799,80.21367,4.16,11666.7
EV-066,XUV400,41.3,32,12.93383,80.17552,4.34,9794.6
EV-075,Kona Electric,43.2,48.6,13.10238,80.23763,3.97,1938.9
EV-051,XUV400,27.2,14.4,13.10849,80.24191,3.81,5676.2
EV-038,Model Y,30.8,17.7,13.02078,80.18945,4.24,13865.3
EV-064,Nexon EV,33.4,54.8,13.09045,80.18891,3.62,9255.9
EV-098,Ioniq 5,40.5,56.3,13.01274,80.26099,4.12,9053.1
EV-038,Model Y,27.3,25.4,12.97033,80.15481,4.72,13697.3
EV-050,MG ZS EV,34.2,65.4,13.03363,80.15352,3.4,8399.7
EV-098,Ioniq 5,30.8,17.9,13.09643,80.27642,4.31,8966.4
EV-082,Model 3,23,0,13.15697,80.39115,3.74,5189
EV-030,XUV400,33.6,14.1,13.08829,80.32934,4.41,5574.8
EV-079,Model Y,24.5,25,13.15775,80.36851,3.9,10285.7
EV-091,Model 3,39.4,41.5,13.1346,80.1263,4.58,4809.9
EV-051,XUV400,33.8,32,12.99987,80.15801,3.89,8388.8
EV-063,Model 3,32,26,13.13399,80.27155,3.64,4191.6
EV-098,Ioniq 5,29.7,0,13.1362,80.3376,3.87,2496
EV-052,MG ZS EV,34.3,21.6,13.22204,80.32174,3.91,6818.8
EV-038,Model Y,37.5,21.1,13.11555,80.16317,4.09,3265.6
EV-097,Model Y,46.1,62.3,12.98393,80.36156,3.51,13477.9
EV-088,Ioniq 5,41.1,33.8,13.03837,80.26419,4.1,4557.7
EV-079,Model Y,49.5,53,12.9345,80.33292,3.88,8963
EV-030,XUV400,42.5,59.7,13.12354,80.22229,3.53,3955.3
EV-051,XUV400,36.7,33.6,13.21502,80.1472,4.13,3874
EV-081,Model Y,36.6,57.7,12.89141,80.33837,3.51,5262.8
EV-005,MG ZS EV,36.3,53.4,13.2184,80.30827,4.63,13738.5
EV-029,Ioniq 5,38.2,28.8,13.12248,80.17105,4.12,5875.5
EV-004,Kona Electric,28.8,14.6,12.99657,80.21725,4.24,12319.9
EV-010,MG ZS EV,36.2,25.7,13.10324,80.32559,3.92,2963.5
EV-056,Kona Electric,34.6,22.7,12.99915,80.28718,3.71,727.3
EV-017,Ioniq 5,34.6,51.9,13.11793,80.31084,4.2,11726.3
EV-074,XUV400,27.7,7.7,13.08777,80.22875,4.13,8130.4
EV-017,Ioniq 5,50.2,46.8,13.10905,80.38455,2.84,7558.4
EV-084,Ioniq 5,27.4,20.1,13.00918,80.26181,4.77,4086.7
EV-088,Ioniq 5,31.7,0,13.02083,80.0813,4.3,1089.4
EV-069,Model Y,45.6,62.2,13.12285,80.27926,3.5,7245.5
EV-034,MG ZS EV,38,27.9,13.04248,80.3191,4.24,13009.1
EV-006,XUV400,33.8,34.4,13.09462,80.29447,4.17,1804.7
EV-053,Kona Electric,30.5,37.4,13.11894,80.23657,4.2,13937.9
EV-066,XUV400,32.6,0,13.06491,80.1144,3.65,4124.6
EV-077,Ioniq 5,22.2,28.3,13.17511,80.2187,4.03,7985.1
EV-043,Kona Electric,36,26.4,13.06786,80.22626,4.12,1002.3
EV-075,Kona Electric,34,15.3,13.06545,80.21796,4.49,6378.6
EV-023,Model 3,45.9,70.9,13.03216,80.31966,3.51,1892.8
EV-055,Nexon EV,27.6,10.8,13.1659,80.24403,4.17,724.4
EV-080,Model 3,33.5,26.2,13.02612,80.38123,3.64,14498.5
EV-095,Model 3,38.2,33.3,13.18306,80.25266,4.03,10952.8
EV-075,Kona Electric,40.4,61.8,13.09575,80.36797,4.01,10787.3
EV-016,MG ZS EV,26.9,13.4,13.29727,80.28786,3.73,1362.8
EV-008,Kona Electric,31.3,20.8,13.02986,80.2918,3.84,13940.6
EV-004,Kona Electric,39,0,13.18472,80.21607,3.61,7044.7
EV-004,Kona Electric,33.3,0,13.12352,80.16265,3.46,12785
EV-056,Kona Electric,29.5,48.6,13.0416,80.26483,3.58,194
EV-025,XUV400,41.2,40,13.12459,80.40565,4.22,4476.6
EV-067,Model 3,27.2,26.3,13.1207,80.234,3.9,14940.7
EV-096,Ioniq 5,32.6,17.8,13.05614,80.22131,3.66,6420.4
EV-067,Model 3,39.6,40.1,13.11696,80.25695,4.87,13328
EV-027,Model Y,45.3,59.9,13.17578,80.41216,3.42,4923.3
EV-093,Model Y,27,55.3,13.12361,80.33365,4.04,7882.3
EV-032,Nexon EV,38,20.3,13.04917,80.36784,4.13,12814
EV-050,MG ZS EV,43,55.9,13.04466,80.11227,3.88,9089.3
EV-061,Ioniq 5,35.6,53,13.07571,80.20473,3.11,10879.3
EV-051,XUV400,35.5,25.7,13.1717,80.20751,4.51,3436.4
EV-019,Model 3,22,44,13.0224,80.36159,4.13,2342.6
EV-021,Ioniq 5,20,14.4,13.11407,80.32349,4.37,3458.4
EV-005,MG ZS EV,44,53.7,12.9577,80.35517,4.28,7398.3
EV-082,Model 3,36.6,60.7,13.13027,80.12065,4.37,12015.5
EV-092,Model 3,36.5,51.8,13.14284,80.35953,3.46,5313.1
EV-042,Ioniq 5,41.3,67.6,13.24491,80.32345,3.26,8474.4
EV-061,Ioniq 5,34,31.8,13.15672,80.19677,3.77,12073.2
EV-022,Ioniq 5,35.6,49.2,13.0506,80.25495,3.57,3585.5
EV-021,Ioniq 5,40.8,56.6,12.95993,80.19921,4.3,13245.2
EV-070,Kona Electric,26.7,18,13.12384,80.26297,3.6,14296.5
EV-001,Kona Electric,39.8,17,13.05652,80.30665,3.85,589.4
EV-005,MG ZS EV,37.3,53.9,13.10943,80.38304,3.17,891.4
EV-012,MG ZS EV,27,0,13.02509,80.19555,4.29,1368.9
EV-090,Kona Electric,34.1,65.1,13.06884,80.23316,3.55,11652.6
EV-046,Model Y,36.1,32.5,12.9467,80.18247,4.35,2844.1
EV-034,MG ZS EV,33.4,24.8,12.999,80.33203,4.28,10886.8
EV-049,Nexon EV,31.6,61.2,12.98772,80.14465,3.02,6621.9
EV-078,Nexon EV,32.3,27.7,13.15252,80.28486,4.07,12544.6
EV-090,Kona Electric,29.6,13.3,13.01652,80.17264,3.56,12129.3
EV-045,MG ZS EV,41.1,23.5,13.19293,80.27436,4.06,14395.1
EV-027,Model Y,39.2,54.4,13.0173,80.36317,3.58,3769.3
EV-073,Model Y,39.8,0,13.25038,80.2298,4.73,3442.4
EV-026,Nexon EV,35.8,61.1,12.92679,80.28837,4.74,477.5
EV-047,Kona Electric,32.9,19.3,13.11664,80.19925,3.9,6159.2
EV-086,Model 3,39.7,47.7,13.08579,80.26171,3.99,6888.7
EV-056,Kona Electric,41.6,54.6,12.98578,80.14607,2.89,14467.9
EV-094,Model 3,37.8,18.5,13.03863,80.32732,3.34,12462.6
EV-063,Model 3,30.2,21.8,13.0618,80.23746,4.15,2506
EV-048,Model Y,30.6,24.2,13.10268,80.25399,3.99,11978.3
EV-061,Ioniq 5,32.8,21.2,13.00779,80.27624,4.17,2678.6
EV-081,Model Y,39.4,0,13.11673,80.11336,3.68,1171.1
EV-026,Nexon EV,27,0,13.09228,80.21532,4.12,12557.1
EV-036,Kona Electric,29.4,0,13.14503,80.28152,2.99,14639.5
EV-001,Kona Electric,39.8,34.6,13.01371,80.25791,3.76,1326.3
EV-008,Kona Electric,40.1,39.1,13.04995,80.44489,4.19,12209.8
EV-099,Kona Electric,38.8,33.6,13.19807,80.3714,4.68,12888.9
EV-052,MG ZS EV,37.3,40.8,13.01022,80.28187,3.95,1785.7
EV-079,Model Y,28.9,18.6,12.9713,80.1889,4.24,4252.4
EV-047,Kona Electric,31.3,23.2,13.03222,80.23111,3.73,11006.2
EV-056,Kona Electric,38.4,6.5,12.94062,80.32335,4.18,12116.9
EV-086,Model 3,41.6,48,13.21653,80.27683,3.74,5312.8
EV-014,XUV400,31.7,53.5,13.06008,80.37279,4.61,2403.1
EV-090,Kona Electric,42.5,51.4,13.06085,80.2762,3.74,9726.9
EV-028,Model 3,45.2,55.1,13.1421,80.27997,3.73,10531
EV-087,Model Y,32.3,0,13.02466,80.40064,4.31,7556.6
EV-078,Nexon EV,39.4,44,13.06543,80.18297,4.2,2178.4
EV-088,Ioniq 5,43.2,51.3,13.02254,80.40941,3.73,12668.1
EV-002,Model Y,31.7,26.5,12.9423,80.33227,4.16,9680.8
EV-026,Nexon EV,50.3,55.1,13.08676,80.52954,3.3,13038.1
EV-014,XUV400,38.1,0,13.16476,80.21459,4.09,13994.9
EV-059,Nexon EV,38.2,29.5,13.08904,80.40105,4.22,12086.4
EV-056,Kona Electric,35.3,28.9,13.15628,80.28141,3.83,14380.1
EV-007,XUV400,37,20.9,12.99504,80.25585,3.85,14314.1
EV-003,XUV400,30.9,56,13.02238,80.29509,3.53,9292.1
EV-023,Model 3,44.5,17,12.97916,80.28072,3.43,10924
EV-018,XUV400,40.3,22.3,13.11202,80.20839,4.17,10492.6
EV-038,Model Y,41.1,14.4,13.05729,80.26017,3.81,9318.9
EV-099,Kona Electric,39.8,63.5,13.0543,80.29527,3.85,295.2
EV-015,Model Y,30.2,0,13.13622,80.23669,3.93,5341.8
EV-064,Nexon EV,31.3,22.3,13.04486,80.31394,4.25,1505.7
EV-089,XUV400,43.7,63.5,13.16907,80.24703,2.94,4507.4
EV-028,Model 3,36.3,57.5,13.10155,80.30737,3.29,1033.1
EV-074,XUV400,33,16.1,13.05341,80.29772,3.66,13800.9
EV-039,Model Y,41.6,57,12.95857,80.30681,4.24,6772.7
EV-057,Model 3,36.1,61.5,13.13576,80.1628,3.83,2844.5
EV-017,Ioniq 5,43.7,54.4,13.10533,80.35847,3.71,8773.8
EV-086,Model 3,35,25.7,13.10919,80.20142,3.81,2950.8
EV-090,Kona Electric,26.8,19.5,13.11174,80.25583,4.24,12067.6
EV-044,Ioniq 5,31.7,25.2,13.04037,80.21903,3.76,4592.3
EV-025,XUV400,41.8,27.4,13.07059,80.27641,4.29,4726.9
EV-017,Ioniq 5,29.6,19.2,13.04602,80.26181,3.91,13049.9
EV-013,MG ZS EV,36.5,0,13.18271,80.3228,4.52,8390.2
EV-084,Ioniq 5,34.3,14.2,13.06069,80.27421,3.62,13310.1
EV-025,XUV400,35.7,37.9,13.03316,80.23937,3.95,6196.3
EV-068,Model Y,48.3,31,13.1882,80.12691,3.58,5162.2
EV-010,MG ZS EV,31.7,50.6,13.1795,80.34145,4.54,7595.5
EV-067,Model 3,31.6,27.2,13.10161,80.3121,4.01,927.1
EV-018,XUV400,31.9,0,13.07231,80.34471,3.6,2317.2
EV-100,Kona Electric,49.3,43.2,13.05234,80.25587,3.58,3296.7
EV-086,Model 3,31.9,0,13.07918,80.29925,4.21,12251.1
EV-034,MG ZS EV,38.2,40,13.01272,80.21843,3.27,11008.3
EV-008,Kona Electric,38,63.7,13.12137,80.21112,3.56,2903.6
EV-040,Kona Electric,37.1,27.3,13.2149,80.24801,3.66,4154.8
EV-083,Ioniq 5,37.2,54.6,13.12771,80.34444,3.74,14164.2
EV-042,Ioniq 5,38.8,27.3,12.99444,80.24872,4.04,1291.6
EV-041,Ioniq 5,41.3,45,13.11911,80.26637,3.96,8214.1
EV-006,XUV400,30.8,0,13.09826,80.2901,3.89,7832.5
EV-052,MG ZS EV,30.4,33.7,13.1184,80.27273,4.07,10887
EV-026,Nexon EV,38.1,46.6,13.01713,80.35185,4.67,3925.2
EV-064,Nexon EV,40,8.2,13.08297,80.21085,4.51,14021.9
EV-098,Ioniq 5,32.1,35.5,13.15335,80.27868,3.86,6161.7
EV-059,Nexon EV,37.7,33.6,12.9971,80.30864,4.29,4289.4
EV-056,Kona Electric,29.7,30.8,13.04677,80.13932,4.27,5056.4
EV-059,Nexon EV,26.8,0,13.05967,80.29198,3.85,5234.1
EV-070,Kona Electric,40.5,16.9,13.16257,80.37806,3.99,2987.9
EV-033,Nexon EV,42.4,57.9,13.1745,80.24266,3.96,13921.2
EV-053,Kona Electric,35.9,17.8,12.92949,80.1839,3.71,2627.3
EV-022,Ioniq 5,24.2,31.6,13.1625,80.30806,3.9,13243.1
EV-021,Ioniq 5,29.2,0,13.17702,80.28506,3.92,6076.9
EV-070,Kona Electric,39.2,34.8,13.17187,80.3925,3.89,4042.8
EV-070,Kona Electric,30.8,50.7,13.04033,80.30571,3.76,2981.6
EV-004,Kona Electric,30.2,0,13.06432,80.19522,4.18,7567.6
EV-094,Model 3,40.2,36.3,12.95731,80.1916,4.01,10040.5
EV-075,Kona Electric,27.6,26.1,12.9151,80.33949,4.26,13473.8
EV-062,Model 3,30.7,58.9,13.05378,80.29925,4.73,9788.4
EV-062,Model 3,26,11.9,13.08882,80.26604,3.79,7257.5
EV-094,Model 3,37,27.3,13.09684,80.28449,4.09,507
EV-095,Model 3,35.2,49.6,13.14839,80.30605,4.11,13731.8
EV-024,Model Y,40,29.7,13.32759,80.30053,4.44,13536
EV-055,Nexon EV,40.6,66.7,13.05102,80.15026,3.74,5683.9
EV-009,Model 3,48.3,57.3,12.99825,80.36804,3.27,440.4
EV-003,XUV400,27.7,16,13.12639,80.37339,3.74,11001.9
EV-031,Model Y,37.4,31.3,13.10048,80.41551,4.06,11876.3
EV-040,Kona Electric,28,0,13.03674,80.39811,3.72,8139.3
EV-036,Kona Electric,38.5,29,13.15557,80.3845,3.41,6046.1
EV-024,Model Y,41.2,71.5,13.01775,80.24778,3.15,12767.7
EV-095,Model 3,30.3,27.5,13.07241,80.29481,3.68,2891.8
EV-006,XUV400,33.5,19.1,13.07703,80.36406,3.6,6596.2
EV-066,XUV400,39.7,61.2,13.00688,80.12664,4.69,372.2
EV-084,Ioniq 5,31.9,23.7,12.94592,80.25321,4.13,2464.3
EV-092,Model 3,35.6,0,13.10022,80.13427,4.05,14112.8
EV-075,Kona Electric,29.9,25.8,13.1922,80.29312,4.37,8673.4
EV-004,Kona Electric,44.3,15.7,13.15957,80.37196,4.72,12084.9
EV-079,Model Y,43.3,54,13.16492,80.2722,3.97,7300.1
EV-006,XUV400,33.7,0,13.01878,80.22516,4.41,12523.2
EV-094,Model 3,49.3,25.3,13.09983,80.29335,3.74,8086.6
EV-051,XUV400,33.3,23.7,12.96877,80.3037,3.64,73
EV-062,Model 3,37.3,19.1,13.09621,80.30934,4.36,13496
EV-057,Model 3,36.5,27.9,13.1938,80.1735,4.36,2232.7
EV-066,XUV400,37.9,15.8,13.19629,80.29018,4.32,6761.1
EV-079,Model Y,41.1,13.4,13.24514,80.28543,4.05,7152.7
EV-075,Kona Electric,42,60.7,13.16183,80.34656,3.37,713.3
EV-008,Kona Electric,41,31.2,13.12076,80.26465,3.81,800.8
EV-026,Nexon EV,29.2,0,13.15268,80.42864,4.46,11439.5
EV-051,XUV400,32.4,11.9,13.13715,80.27729,3.76,4510.3
EV-045,MG ZS EV,45,40.4,13.01812,80.23245,4.07,6147.4
EV-044,Ioniq 5,40.6,46.9,12.96147,80.19045,3.65,8463.9
EV-005,MG ZS EV,36.1,23.7,13.15332,80.22959,3.92,5603.9
EV-070,Kona Electric,35.9,64.2,13.25017,80.20678,3.18,11626.7
EV-026,Nexon EV,39.6,23.5,13.15662,80.25822,3.97,13267.5
EV-068,Model Y,30.2,17.3,12.9316,80.40564,3.81,900.5
EV-019,Model 3,29.8,26.5,13.04116,80.15396,3.32,9532.9
EV-084,Ioniq 5,32.6,0,13.06696,80.15957,4.26,4768.3
EV-097,Model Y,26.5,54.1,12.93422,80.25193,4.06,8751.2
EV-020,Model Y,35.1,0,12.97255,80.16167,4.02,7261.2
EV-012,MG ZS EV,33.9,0,13.07973,80.19215,3.55,5008.5
EV-047,Kona Electric,35.5,44,13.10363,80.29783,3.56,1426.8
EV-001,Kona Electric,32,11.2,13.00382,80.26649,4.93,8393.8
EV-090,Kona Electric,31.4,0,12.96886,80.30578,2.95,1696.3
EV-014,XUV400,28.1,0,13.17816,80.31798,3.56,2346
EV-064,Nexon EV,32.9,0,13.0521,80.37811,4.86,14732.7
EV-038,Model Y,32.1,11.5,13.06355,80.30102,4.99,4754
EV-037,Model 3,38,45,13.03897,80.3671,4.68,8768.6
EV-011,Kona Electric,35.3,33.6,13.02101,80.27927,4.21,4087.1
EV-100,Kona Electric,30.2,0,13.18692,80.30193,3.75,12983.3
EV-077,Ioniq 5,39.4,50.3,13.01232,80.3009,3.22,4253.7
EV-003,XUV400,40.2,36.1,13.09707,80.29346,4.16,5506.4
EV-033,Nexon EV,31.7,19.3,13.0834,80.28715,3.69,9127.8
EV-006,XUV400,38.3,35.8,12.92685,80.41638,4.58,13050.5
EV-050,MG ZS EV,37.7,25.8,13.10198,80.32655,3.26,12244.1
EV-010,MG ZS EV,27.8,18.4,12.95918,80.23491,4.08,3961.6
EV-005,MG ZS EV,40.7,31.8,13.13354,80.45817,4.37,12444.2
EV-023,Model 3,45.4,26.4,12.98779,80.24054,4.4,10519.4
EV-010,MG ZS EV,38.5,58.2,13.12446,80.27028,4.07,14847.5
EV-044,Ioniq 5,31.1,0,13.04834,80.20425,4.14,14032
EV-002,Model Y,37.7,56.7,13.02875,80.32807,3.82,7999.4
EV-013,MG ZS EV,35.1,0,13.09955,80.40592,4.36,11250.2
EV-040,Kona Electric,41.4,56.6,12.96495,80.15141,3.9,8554.8
EV-002,Model Y,28,33,13.07716,80.24851,4.15,8927
EV-084,Ioniq 5,36.7,75.7,13.14528,80.36003,3.4,1527
EV-065,Model 3,34.5,0,13.16611,80.18595,3.85,38.7
EV-063,Model 3,35.8,37.5,13.04569,80.31665,3.46,727.6
EV-073,Model Y,29.4,27.2,13.05737,80.16658,3.53,14499.6
EV-017,Ioniq 5,45.8,52.5,12.96335,80.30333,3.68,1898.4
EV-009,Model 3,30.8,23,13.02264,80.27693,3.95,670.6
EV-075,Kona Electric,33.7,12.4,12.95789,80.53611,3.61,4648.1
EV-015,Model Y,34.9,31.6,13.11791,80.33026,3.58,8824.8
EV-024,Model Y,28.4,14.9,13.15007,80.09691,3.85,14227.2
EV-038,Model Y,35.5,21.3,13.04636,80.26472,4.36,10499.8
EV-035,MG ZS EV,34,0,12.99804,80.33664,3.15,4148.9
EV-094,Model 3,36.9,60.4,13.10736,80.23765,3.32,14086.2
EV-095,Model 3,36.7,53.1,13.01326,80.23417,3.9,545.4
EV-049,Nexon EV,41.1,51.1,13.13646,80.23808,4.39,14685.9
EV-069,Model Y,23.7,13,13.23753,80.31447,4.86,884.3
EV-062,Model 3,35.5,64.6,13.01195,80.17028,3.47,11309
EV-060,Model Y,38.9,48.3,13.02337,80.22578,3.79,684.2
EV-050,MG ZS EV,31.7,19.1,12.96593,80.35334,3.94,13973.8
EV-078,Nexon EV,30.1,7.1,13.09439,80.23174,4.09,1634.4
EV-075,Kona Electric,39.5,24.8,13.08895,80.22695,3.98,761.9
EV-009,Model 3,35.1,52.3,13.06106,80.16059,3.9,13339.5
EV-034,MG ZS EV,45.1,26.8,13.08399,80.32237,3.46,1441.4
EV-076,MG ZS EV,23.2,0,12.99921,80.30474,3.34,11970
EV-099,Kona Electric,22.5,13.3,12.94964,80.34849,4.29,11206.8
EV-035,MG ZS EV,43.7,60.9,13.02197,80.26167,3.61,8985.2
EV-001,Kona Electric,31.9,40.3,12.92946,80.29596,4.33,5672.6
EV-040,Kona Electric,33.7,54.3,13.01194,80.29529,3.9,13734.1
EV-064,Nexon EV,40.1,26.2,13.10748,80.1567,3.43,13066.9
EV-022,Ioniq 5,32.6,25.6,13.08747,80.45898,4.62,6396.6
EV-060,Model Y,39.7,26.6,12.9408,80.34894,4.01,3479.7
EV-064,Nexon EV,32.9,32.9,13.16665,80.27702,3.7,4092.2
EV-093,Model Y,33.8,0,13.06713,80.25276,3.79,3308.8
EV-072,Kona Electric,34,38.2,12.97875,80.37662,3.52,8121.1
EV-011,Kona Electric,30.2,23.4,13.05355,80.27837,4.13,13028.7
EV-014,XUV400,42.5,15.3,13.03606,80.34379,3.96,11605.3
EV-060,Model Y,44.7,59.5,13.01328,80.22446,4.52,11933.7
EV-030,XUV400,31,22.2,13.14771,80.20066,4.21,6727.1
EV-035,MG ZS EV,38.9,65.1,12.99419,80.25776,4.38,4840.1
EV-085,Ioniq 5,41.7,19,13.09747,80.27155,3.62,11361.5
EV-037,Model 3,29,16.4,12.97539,80.30458,3.87,11900.5
EV-005,MG ZS EV,30.5,26.4,13.07975,80.38805,4.36,10431.8
EV-083,Ioniq 5,34.4,0,13.10393,80.35966,4.24,486.4
EV-078,Nexon EV,44.3,7.6,13.10409,80.37614,3.99,8847.3
EV-026,Nexon EV,34.7,20.3,13.08916,80.21209,3.57,5209
EV-062,Model 3,37.2,0,13.06358,80.24711,3.13,2946.9
EV-004,Kona Electric,29.5,21.7,12.99757,80.34814,3.91,10417.5
EV-089,XUV400,37.1,27.2,12.9985,80.3679,3.93,4031.5
EV-042,Ioniq 5,35.8,47,13.10661,80.33005,4.01,13693.1
EV-089,XUV400,47.1,48,12.98179,80.22568,3.33,4474.7
EV-018,XUV400,47.7,64.3,12.96344,80.18737,3.22,8329.9
EV-040,Kona Electric,43.4,0,13.19708,80.28934,4.16,12417.3
EV-072,Kona Electric,35.1,54.9,13.06192,80.19936,4.04,6034.8
EV-039,Model Y,39.6,61.9,13.1335,80.30755,3.74,12430.7
EV-014,XUV400,36.2,19.6,13.15258,80.37075,3.86,10856.8
EV-032,Nexon EV,35.3,54.6,13.08679,80.28583,3.33,13813.4
EV-051,XUV400,35.9,27.1,13.05256,80.16623,4.38,4890.9
EV-038,Model Y,44.8,69,13.05392,80.22996,3.81,1579.9
EV-097,Model Y,35.6,53.3,13.21134,80.33987,3.61,6458.1
EV-023,Model 3,28.5,0,13.038,80.30861,4.33,11788.3
EV-063,Model 3,31,23.3,13.09681,80.31501,3.97,6759.3
EV-015,Model Y,32.9,63.8,13.13689,80.41222,3.35,3933.5
EV-097,Model Y,36.3,0,13.10276,80.29863,4.37,418.9
EV-025,XUV400,31,21.2,13.16945,80.2961,4.04,4698.8
EV-017,Ioniq 5,34.8,57.3,13.05177,80.33923,3.58,10702.1
EV-097,Model Y,38.9,35.1,13.13657,80.17685,3.49,2218.5
EV-066,XUV400,34.3,19.2,12.93913,80.23509,3.52,5116.5
EV-078,Nexon EV,32.8,28.4,13.19045,80.21162,4.34,308.4
EV-053,Kona Electric,41.1,42.5,13.17255,80.32309,4.18,10827.7
EV-051,XUV400,33.3,34.2,13.05835,80.19717,3.53,13210.8
EV-039,Model Y,21.1,0,13.11781,80.31578,3.52,8530.1
EV-051,XUV400,42,27.8,13.15399,80.25336,4.84,393
EV-070,Kona Electric,30.6,22.8,12.99968,80.24221,4.19,3268.3
EV-006,XUV400,34.4,50.2,13.07114,80.34365,4.38,6579.8
EV-067,Model 3,30.2,15.1,12.97824,80.16413,4.6,8815.8
EV-007,XUV400,37.1,40.1,13.17377,80.23161,3.63,7446.7
EV-051,XUV400,35.2,38.2,13.14852,80.50506,4.7,13738.4
EV-072,Kona Electric,36.9,0,13.06022,80.41873,3.57,14079.9
EV-042,Ioniq 5,42.4,18.4,13.05095,80.12555,4.29,1611.8
EV-064,Nexon EV,32,28.4,13.07078,80.2301,3.95,2080.2
EV-015,Model Y,34,55.9,13.01092,80.27573,4.07,5374
EV-029,Ioniq 5,29.4,0,13.06878,80.1578,3.92,6321.4
EV-033,Nexon EV,38.6,36.8,12.99968,80.43214,4.22,8793.1
EV-094,Model 3,34.9,28.8,13.15457,80.27307,4.54,11598.5
EV-027,Model Y,32.5,24.8,13.17365,80.25583,4.45,2040.8
EV-036,Kona Electric,25.5,0,13.15832,80.30119,3.98,12040.6
EV-029,Ioniq 5,23.3,19.6,12.98716,80.29991,3.62,9152.4
EV-038,Model Y,30.4,28.4,13.06602,80.20235,3.88,14713.4
EV-057,Model 3,44.6,52.2,13.12948,80.37592,4.03,9769.3
EV-097,Model Y,37.4,27.2,13.1442,80.28366,4.26,10742.8
EV-027,Model Y,34,24.2,12.93559,80.3754,4.43,2932.2
EV-055,Nexon EV,38.2,21.3,13.14194,80.22465,3.71,11534.1
EV-033,Nexon EV,27.4,15.3,12.98324,80.12703,3.63,1193.6
EV-068,Model Y,35.9,30.1,13.07038,80.38568,3.59,9849.7
EV-086,Model 3,26.1,25.4,13.1833,80.32993,3.92,838.3
EV-066,XUV400,38.9,42.9,13.17247,80.36416,4.09,1732.8
EV-010,MG ZS EV,33.3,0,13.18879,80.36908,4.15,1622.5
EV-005,MG ZS EV,35.2,14.7,12.9974,80.27224,3.43,792
EV-074,XUV400,37.8,0,13.01716,80.24135,3.62,4820.5
EV-097,Model Y,39.6,31.3,13.03768,80.26337,3.72,14915.3
EV-038,Model Y,28.9,24.2,13.07098,80.31481,4.7,5226.6
EV-013,MG ZS EV,43.3,45,13.10004,80.29286,3.85,11412.8
EV-031,Model Y,38.1,59.4,13.18488,80.12437,3.12,1989.1
EV-047,Kona Electric,22.1,0,13.00841,80.26122,4.15,6820.1
EV-100,Kona Electric,38.4,57.6,13.03239,80.38381,3.7,2780.8
EV-088,Ioniq 5,38.1,24.2,13.19659,80.2706,3.53,2885.5
EV-052,MG ZS EV,29.1,18,12.98998,80.44866,3.81,1499.9
EV-056,Kona Electric,38.7,0,13.14085,80.19382,3.86,6483.5
EV-015,Model Y,30.8,28.1,13.07561,80.29858,3.95,1137.6
EV-029,Ioniq 5,30.9,11.2,13.11375,80.19187,4.37,13647.6
EV-008,Kona Electric,34,44.3,13.01779,80.20225,4.22,6721.3
EV-005,MG ZS EV,27.7,35.1,13.13927,80.203,4.05,12579.3
EV-029,Ioniq 5,31.9,40.9,13.03036,80.44747,4.39,14692.1
EV-047,Kona Electric,31.1,21.8,12.96913,80.25053,3.84,10168.3
EV-068,Model Y,36.9,46.6,13.1211,80.21449,3.68,13523.2
EV-076,MG ZS EV,20,21,12.88245,80.27048,4.12,2034.8
EV-045,MG ZS EV,42.4,56.5,13.03726,80.25291,3.86,12450.8
EV-002,Model Y,39.7,34.8,13.10599,80.33562,3.41,4071.9
EV-027,Model Y,42.4,37.2,13.14332,80.10756,4.6,7091.6
EV-095,Model 3,26.4,15.8,13.18082,80.19433,3.59,9700.5
EV-036,Kona Electric,36.7,51.3,13.2249,80.33842,4.09,13553.6
EV-036,Kona Electric,42.1,45,13.20044,80.23161,4.22,13665.4
EV-026,Nexon EV,43.5,53,13.09802,80.2103,2.61,1386.1
EV-043,Kona Electric,39.4,0,13.17275,80.20672,4.09,5471.5
EV-027,Model Y,38.3,47.9,13.09679,80.32859,4.6,11898.7
